kalimat_id,kata,sense,kalimat,freq
1046047,panas,4901,Anggaran diutak-atik sehingga perdebatan berlangsung panas dan diwarnai aksi walkout beberapa anggota DPRD.,1
1046047,panas,4905,Anggaran diutak-atik sehingga perdebatan berlangsung panas dan diwarnai aksi walkout beberapa anggota DPRD.,2
1047477,panas,4903,"Menurut klasifikasi iklim Köppen, negara ini beriklim ""Dwa"", dengan musim panas yang hangat dan musim dingin yang kering.",2
1047477,panas,4903,"Negara ini beriklim ""Dwa"", dengan musim panas yang hangat dan musim dingin yang kering.",1
1048792,panas,4903,Kawasan ini pernah menjadi medan pertempuran yang disebut Pertempuran Musim Panas Osaka.,1
1048792,panas,490d,Kawasan ini pernah menjadi medan pertempuran yang disebut Pertempuran Musim Panas Osaka.,2
1048917,panas,4901,"Gas panas yang dihasilkan dari pembakaran akan mempunyai volume yang jauh lebih besar daripada volume bahan bakar aslinya, maka akan meningkatkan tekanan pada ruang bakar yang volumenya terbatas.",1
1048917,panas,4904,"Gas panas yang dihasilkan dari pembakaran akan mempunyai volume yang jauh lebih besar daripada volume bahan bakar aslinya, maka akan meningkatkan tekanan pada ruang bakar yang volumenya terbatas.",2
1049349,pembagian,3701,"Pada pembagian Perancis menjadi komune 1790 (selama Revolusi Perancis), dan tahun 1834, Paris adalah kota setengah dari ukurannya sekarang, tetapi tahun 1860 kota ini menganeksasi komune sekitarnya, beberapa di antaranya membentuk peta administratif baru berupa dua puluh ""arondisemen kotamadya"" setingkat kabupaten yang masih berdiri hingga sekarang.",2
1049349,pembagian,3701,"Pada pembagian Prancis menjadi komune 1790 (selama Revolusi Prancis), dan tahun 1834, Paris adalah kota setengah dari ukurannya sekarang, tetapi tahun 1860 kota ini menganeksasi komune sekitarnya, beberapa di antaranya membentuk peta administratif baru berupa dua puluh ""arondisemen kotamadya"" setingkat kabupaten yang masih berdiri hingga sekarang.",1
1049426,pembagian,3701,"Setelah pembagian dari Kerajaan Franka, Limburg yang sekarang menjadi miliknya, seperti sisa Belanda, sampai waktu baru untuk Kekaisaran Romawi Suci.",2
1049426,pembagian,3705,"Setelah pembagian dari Kerajaan Franka, Limburg yang sekarang menjadi miliknya, seperti sisa Belanda, sampai waktu baru untuk Kekaisaran Romawi Suci.",1
1049428,pembagian,3702,"Aritmetika cepat adalah suatu kemampuan untuk menghitung operasi-operasi aritmetika seperti penjumlahan, pengurangan, perkalian dan pembagian dengan cepat tanpa bantuan kalkulator bahkan untuk bilangan-bilangan yang nilainya cukup besar.",2
1049428,pembagian,3702,"Aritmetika cepat adalah suatu kemampuan untuk menghitung operasi-operasi aritmetika seperti penjumlahan, pengurangan, perkalian, dan pembagian dengan cepat tanpa bantuan kalkulator bahkan untuk bilangan-bilangan yang nilainya cukup besar.",1
1049645,pembagian,3701,Bulan November 1997 ikut menghadiri undian pembagian grup Piala Dunia 1998 di Kota Marseille.,1
1049645,pembagian,3703,Bulan November 1997 ikut menghadiri undian pembagian grup Piala Dunia 1998 di Kota Marseille.,2
1049710,pembagian,3701,"Berkenaan dengan hal tersebut di atas dan sesuai dengan pertimbangan Mahkamah Agung dalam surat Nomor : MA/PA/121/IX/1976 tanggal 23 September 1976, maka untuk kelancaran pelaksanaan tugas dan pembinaan peradilan agama di Jawa dan Madura dipandang perlu mengadakan pembagian tugas baru secara administratif dengan membentuk Cabang Mahkamah Islam Tinggi di Bandung dan Surabaya.",1
1049710,pembagian,3704,"Berkenaan dengan hal tersebut di atas dan sesuai dengan pertimbangan Mahkamah Agung dalam surat Nomor : MA/PA/121/IX/1976 tanggal 23 September 1976, maka untuk kelancaran pelaksanaan tugas dan pembinaan peradilan agama di Jawa dan Madura dipandang perlu mengadakan pembagian tugas baru secara administratif dengan membentuk Cabang Mahkamah Islam Tinggi di Bandung dan Surabaya.",1
1049710,pembagian,3704,"Berkenaan dengan hal tersebut di atas dan sesuai dengan pertimbangan Mahkamah Agung dalam surat nomor: MA/PA/121/IX/1976 tanggal 23 September 1976, maka untuk kelancaran pelaksanaan tugas dan pembinaan peradilan agama di Jawa dan Madura dipandang perlu mengadakan pembagian tugas baru secara administratif dengan membentuk Cabang Mahkamah Islam Tinggi di Bandung dan Surabaya.",1
1049788,pembagian,3701,Maka diputuskan untuk membagi dua wilayah dan pembagian wilayah diserahkan kepada Ki Prawiro Kusumo.,2
1049788,pembagian,3703,Maka diputuskan untuk membagi dua wilayah dan pembagian wilayah diserahkan kepada Ki Prawiro Kusumo.,1
1049986,pembagian,3705,"TCTP memberikan dukungan kepada pemerintah daerah dan mendukung kolaborasi antar-sektoral dalam program kesehatan ibu dan anak melalui penerbitan dan pembagian buku pegangan ibu dan anak, digelar di Padang pada 29 Juni-Juli 2009.",1
1049986,pembagian,3705,"TCTP memberikan dukungan kepada pemerintah daerah dan mendukung kolaborasi antar-sektoral dalam program kesehatan ibu dan anak melalui penerbitan dan pembagian buku pegangan ibu dan anak, digelar di Padang pada 29 Juni–6 Juli 2009.",1
1049986,pembagian,3705,"TCTP memberikan dukungan kepada pemerintah daerah dan mendukung kolaborasi antar-sektoral dalam program kesehatan ibu dan anak melalui penerbitan dan pembagian buku pegangan ibu dan anak, yang digelar di Padang pada 29 Juni-6 Juli 2009.",1
1050023,pembagian,3701,"Oleh karena itu, pembagian tugas, tanggung jawab dan kewenangan, penjadwalan tugas, tata kerja, dan lain-lain yang termasuk dalam sistem pengelolaan pendidikan dan pengajaran perlu dipahami, disepakati, dan dipatuhi bersama.",1
1050023,pembagian,3704,"Oleh karena itu, pembagian tugas, tanggung jawab dan kewenangan, penjadwalan tugas, tata kerja, dan lain-lain yang termasuk dalam sistem pengelolaan pendidikan dan pengajaran perlu dipahami, disepakati, dan dipatuhi bersama.",1
1050023,pembagian,3705,"Oleh karena itu, pembagian tugas, tanggung jawab dan kewenangan, penjadwalan tugas, tata kerja, dan lain-lain yang termasuk dalam sistem pengelolaan pendidikan dan pengajaran perlu dipahami, disepakati, dan dipatuhi bersama.",1
1050068,pembagian,3701,County Hohenzollern-Hechingen didirikan pada tahun 1576 setelah pembagian Zollern yang merupakan bagian dari Kekaisaran Romawi Suci.,2
1050068,pembagian,3703,County Hohenzollern-Hechingen didirikan pada tahun 1576 setelah pembagian Zollern yang merupakan bagian dari Kekaisaran Romawi Suci.,1
1050073,pembagian,3704,"Pada April 2017, sekelompok pembuat kebijakan Eropa telah berdiskusi untuk menentukan apa yang harus diperbuat mengenai kursi kosong tersebut, salah satu opsi yang didukung oleh Gianni Pittella dan Emmanuel Macron, adalah untuk mengisi 73 kursi tersebut dengan daftar konstituen dari seluruh Eropa, opsi lainnya adalah untuk meniadakan kursi tersebut dan mengatur kembali pembagian beberapa atau seluruh kursi yang ada dalam Parlemen untuk mengurangi ketidaksetaraan representasi dalam Parlemen.",2
1050073,pembagian,3705,"Pada April 2017, sekelompok pembuat kebijakan Eropa telah berdiskusi untuk menentukan apa yang harus diperbuat mengenai kursi kosong tersebut, salah satu opsi yang didukung oleh Gianni Pittella dan Emmanuel Macron, adalah untuk mengisi 73 kursi tersebut dengan daftar konstituen dari seluruh Eropa, opsi lainnya adalah untuk meniadakan kursi tersebut dan mengatur kembali pembagian beberapa atau seluruh kursi yang ada dalam Parlemen untuk mengurangi ketidaksetaraan representasi dalam Parlemen.",1
1050226,pembagian,3701,"Sejarahwan Hongaria, Gyula Kristó juga mengatakan bahwa pembagian kadipaten sezaman Béla ini ""mungkin"".",2
1050226,pembagian,3703,"Sejarahwan Hongaria, Gyula Krist\97 juga mengatakan bahwa pembagian kadipaten sezaman B\8Ela ini mungkin.",1
1050350,pembagian,3701,Daftar keuskupan di Sri Lanka dan Maladewa adalah sebuah daftar yang memuat dan menjabarkan pembagian terhadap wilayah administratif Gereja Katolik Roma yang dipimpin oleh seorang uskup ataupun ordinaris di Sri Lanka dan Maladewa.,2
1050350,pembagian,3703,Daftar keuskupan di Sri Lanka dan Maladewa adalah sebuah daftar yang memuat dan menjabarkan pembagian terhadap wilayah administratif Gereja Katolik Roma yang dipimpin oleh seorang uskup ataupun ordinaris di Sri Lanka dan Maladewa.,1
1050826,pembagian,3704,Namun karena pembagian jadwal yang masih tidak jelas menyebabkan proyek mereka tertunda.,2
1050826,pembagian,3704,Pembagian jadwal yang masih tidak jelas menyebabkan proyek mereka tertunda.,1
1050879,pembagian,3701,"Pada traktat ini terdapat pembagian wilayah, seperti pembagian wilayah Jerman, Italia dan beberapa negara lainnya, sementara Swiss mendapat kemerdekaannya.",1
1050879,pembagian,3703,"Pada traktat ini terdapat pembagian wilayah, seperti pembagian wilayah Jerman, Italia dan beberapa negara lainnya, sementara Swiss mendapat kemerdekaannya.",2
1051008,pembagian,3701,"Sejak penyelenggaraan musim ini, Liga Indonesia tidak lagi menggunakan sistem pembagian wilayah barat dan wilayah timur serta sistem ""knockout stage"" (perempat final, semifinal, dan final).",1
1051008,pembagian,3703,"Sejak penyelenggaraan musim ini, Liga Indonesia tidak lagi menggunakan sistem pembagian wilayah barat dan wilayah timur serta sistem ""knockout stage"" (perempat final, semifinal, dan final).",1
1051008,pembagian,3703,"Sejak penyelenggaraan musim ini, Liga Indonesia tidak lagi menggunakan sistem pembagian wilayah barat dan wilayah timur serta sistem knockout stage (perempat final, semifinal, dan final).",1
1051015,pembagian,3703,"Dalam hal cara pembagian keuntungan dan kerugian diperjanjikan oleh sekutu, sebaiknya pembagian tersebut diatur di dalam perjanjian pendirian persekutuan.",1
1051015,pembagian,3704,"Dalam hal cara pembagian keuntungan dan kerugian yang diperjanjikan oleh sekutu, sebaiknya pembagian tersebut diatur di dalam perjanjian pendirian persekutuan.",1
1051015,pembagian,3705,"Dalam hal cara pembagian keuntungan dan kerugian diperjanjikan oleh sekutu, sebaiknya pembagian tersebut diatur di dalam perjanjian pendirian persekutuan.",1
1051358,pembagian,3701,Dia pertama kali disebutkan sebagai satrap daerah Hydaspes dalam naskah Pembagian Babilonia pada 323 SM.,2
1051358,pembagian,370d,Dia pertama kali disebutkan sebagai satrap daerah Hydaspes dalam naskah Pembagian Babilonia pada 323 SM.,1
1051375,pembagian,3701,"Kota Waitakere () adalah pembagian administratif di Auckland barat, Selandia Baru.",1
1051976,rapat,4401,"Saat rapat di mulai ia pun diolok2 oleh Tsuchikage (Oonoki) karena ia belum pantas mendapatkan gelar Kage, karena ia masih terlalu muda untuk mendapatkan gelar tersebut.",1
1051976,rapat,4601,"Saat rapat di mulai ia pun diolok2 oleh Tsuchikage (Oonoki) karena ia belum pantas mendapatkan gelar Kage, karena ia masih terlalu muda untuk mendapatkan gelar tersebut.",2
1051994,rapat,4402,A bila formula_20q adalah rapat muatan listrik di permukaan yang luasnya sudut tentu juga.,1
1051994,rapat,4602,A bila formula_20q adalah rapat muatan listrik di permukaan yang luasnya sudut tentu juga.,1
1051994,rapat,4602,A bila q adalah rapat muatan listrik di permukaan yang luasnya sudut tentu juga.,1
1052012,rapat,4403,"Secara umum proses pengolahan kecap ikan adalah dengan menggarami ikan yang telah dihaluskan, kemudian disimpan dalam wadah yang tertutup rapat selama 3 sampai beberapa bulan.",1
1052012,rapat,4603,"Secara umum proses pengolahan kecap ikan adalah dengan menggarami ikan yang telah dihaluskan, kemudian disimpan dalam wadah yang tertutup rapat selama 3 sampai beberapa bulan.",2
1052047,rapat,4401,RUU ABPN 2015 disampaikan oleh Presiden Susilo Bambang Yudhoyono pada Rapat Paripurna DPR-RI tanggal 15 Agustus 2014 dan disetujui oleh DPR pada tanggal 29 September 2014.,1
1052047,rapat,4601,RUU ABPN 2015 disampaikan oleh Presiden Susilo Bambang Yudhoyono pada Rapat Paripurna DPR-RI tanggal 15 Agustus 2014 dan disetujui oleh DPR pada tanggal 29 September 2014.,1
1052047,rapat,460d,RUU ABPN 2015 disampaikan oleh Presiden Susilo Bambang Yudhoyono pada Rapat Paripurna DPR-RI tanggal 15 Agustus 2014 dan disetujui oleh DPR pada tanggal 29 September 2014.,1
1052075,rapat,4401,"Setelah rapat dengan petugas kepolisian selesai, Fadli Zon menyatakan bahwa polisi telah bekerja sebagaimana mestinya.",1
1052075,rapat,4601,"Setelah rapat dengan petugas kepolisian selesai, Fadli Zon menyatakan bahwa polisi telah bekerja sebagaimana mestinya.",2
1052129,rapat,4401,Ia dilantik oleh gubernur Zaini Abdullah pada 6 Agustus 2012 sesuai dengan Surat Keputusan Menteri Dalam Negeri nomor 132.11-505 dan nomor 132.11-505 tahun 2012 dalam sebuah rapat paripurna istimewa DPRK setempat.,1
1052129,rapat,4601,Ia dilantik oleh gubernur Zaini Abdullah pada 6 Agustus 2012 sesuai dengan Surat Keputusan Menteri Dalam Negeri nomor 132.11-505 dan nomor 132.11-505 tahun 2012 dalam sebuah rapat paripurna istimewa DPRK setempat.,2
1052160,rapat,4401,Lapangan ini mengingatkan kita pada peristiwa rapat raksasa rakyat Jakarta yang terjadi di lapangan Ikada.,1
1052160,rapat,4601,Lapangan ini mengingatkan kita pada peristiwa rapat raksasa rakyat Jakarta yang terjadi di lapangan Ikada.,2
1052210,rapat,4401,"Melalui rapat internal, Komisi Pemilihan Umum Daerah Kabupaten Grobogan, 16 Januari 2011 resmi menetapkan hasil Pilkada Grobogan 2011 yakni, pasangan Bambang Pudjiono-Icek Baskoro (BAIK) sebagai pasangan peraih suara terbanyak.",1
1052210,rapat,4601,"Melalui rapat internal, Komisi Pemilihan Umum Daerah Kabupaten Grobogan, 16 Januari 2011 resmi menetapkan hasil Pilkada Grobogan 2011 yakni, pasangan Bambang Pudjiono-Icek Baskoro (BAIK) sebagai pasangan peraih suara terbanyak.",2
1052367,rapat,4602,"Masih tentang bolpoinnya, karet ""sealant""-nya ekstra keras dan rapat untuk menahan tinta tak tersedot oleh tekanan vakum.",2
1052367,rapat,4603,"Masih tentang bolpoinnya, karet ""sealant""-nya ekstra keras dan rapat untuk menahan tinta tak tersedot oleh tekanan vakum.",1
1052425,rapat,4401,"Kesepuluh negara ini rencananya bertemu dengan para mitra seusai rapat menteri keuangan, tetapi dibatalkan karena peresmian perjanjian multilateralnya ditunda akibat krisis politik Thailand.",1
1052425,rapat,4601,"Kesepuluh negara ini rencananya bertemu dengan para mitra seusai rapat menteri keuangan, tetapi dibatalkan karena peresmian perjanjian multilateralnya ditunda akibat krisis politik Thailand.",2
1052447,rapat,4601,"Kasus ini bermula saat mereka di beritahukan dalam rapat perpanjangan HGB ITC Mangga Dua di bulan Agustus 2006 bahwa status tanah bersama di ITC-Mangga Dua yang diperjual belikan oleh PT.Duta Pertiwi Tbk., pada tahun 1992 dengan status atas tanah bersama adalah HGB seperti yang tertera di dalam setiap sertifikat para pemilik selama ini, sebenarnya adalah HGB diatas HPL Pemprov DKI.",1
1052447,rapat,4601,"Kasus ini bermula saat mereka di beritahukan dalam rapat perpanjangan HGB ITC Mangga Dua di bulan Agustus 2006 bahwa status tanah bersama di ITC-Mangga Dua yang diperjualbelikan oleh PT.Duta Pertiwi Tbk., pada tahun 1992 dengan status atas tanah bersama adalah HGB seperti yang tertera di dalam setiap sertifikat para pemilik selama ini, sebenarnya adalah HGB diatas HPL Pemprov DKI.",1
1052447,rapat,4601,"Kasus ini bermula saat mereka diberitahukan dalam rapat perpanjangan HGB ITC Mangga Dua di bulan Agustus 2006 bahwa status tanah bersama di ITC-Mangga Dua yang diperjualbelikan oleh PT.Duta Pertiwi Tbk., pada tahun 1992 dengan status atas tanah bersama adalah HGB seperti yang tertera di dalam setiap sertifikat para pemilik selama ini, sebenarnya adalah HGB diatas HPL Pemprov DKI.",1
1052539,rapat,4601,"Melalui rapat Majelis Madrasah yang dipimpin oleh Arsyid Tola, B.Sc disepakati Drs. Suardi sebagai Kepala MAN 1 Palu untuk masa bakti 2001/2004",2
1052539,rapat,4601,"Melalui rapat Majelis Madrasah yang dipimpin oleh Arsyid Tola, B.Sc disepakati Drs. Suardi sebagai Kepala MAN 1 Palu untuk masa bakti 2001/2004.",1
1052555,rapat,4601,"Pada rapat tersebut, beberapa pembicara menyatakan bahwa Asupan Diet yang Direkomendasikan (""Dietary Recommended Intakes, DRI"") saat ini sebagian besar berdasar pada tingkat terendah dalam piramida mutu pembuktian, yaitu hanya berdasarkan opini, bukan berdasarkan uji klinis terkendali acak.",1
1052555,rapat,4601,"Pada September 2007, ""Institute of Medicine"" menyelenggarakan ""workshop"" berjudul ""The Development of DRIs 1994 2004: Lessons Learned and New Challenges"".",1
1052555,rapat,4601,"Pada September 2007, ""Institute of Medicine"" menyelenggarakan ""workshop"" berjudul ""The Development of DRIs 1994-2004: Lessons Learned and New Challenges"". Pada rapat tersebut, beberapa pembicara menyatakan bahwa Asupan Diet yang Direkomendasikan (""Dietary Recommended Intakes, DRI"") saat ini sebagian besar berdasar pada tingkat terendah dalam piramida mutu pembuktian, yaitu hanya berdasarkan opini, bukan berdasarkan uji klinis terkendali acak.",1
1052637,rapat,4602,Ikosahedron memiliki lima wajah segitiga sama sisi rapat di setiap simpul.,2
1052637,rapat,4603,Ikosahedron memiliki lima wajah segitiga sama sisi rapat di setiap simpul.,1
1052717,rapat,4401,"Musim gugur 654, dalam rapat kekaisaran, kaisar memanggil Zhangsun, Li Ji (Li Shiji yang telah mengganti namanya demi menghindari tabu nama yang mirip dengan kaisar Taizong, Li Shimin), Chu, dan Yu Zhining ke istana.",1
1052717,rapat,4601,"Musim gugur 654, dalam rapat kekaisaran, kaisar memanggil Zhangsun, Li Ji (Li Shiji yang telah mengganti namanya demi menghindari tabu nama yang mirip dengan kaisar Taizong, Li Shimin), Chu, dan Yu Zhining ke istana.",2
1052832,rapat,4401,"Pada upacara Penutupan Kongres atau Rapat Besar Umum Tamansiswa yang pertama di Yogyakarta pada 13 Agustus 1930, Ki Sarmidi Mangunsarkoro bersama-sama Ki Sadikin, Ki S. Djojoprajitno, Ki Poeger, Ki Kadiroen dan Ki Safioedin Soerjopoetro atas nama Persatuan Tamansiswa seluruh Indonesia menandatangani Keterangan Penerimaan penyerahan ""Piagam Persatuan Perjanjian Pendirian"" dari tangan Ki Hadjar Dewantara, Ki Tjokrodirjo dan Ki Pronowidigdo untuk mewujudkan usaha pendidikan yang beralaskan hidup dan penghidupan bangsa dengan nama Tamansiswa yang didirikan pada 3 Juli 1922 di Yogyakarta.",1
1052832,rapat,4601,"Pada upacara Penutupan Kongres atau Rapat Besar Umum Tamansiswa yang pertama di Yogyakarta pada 13 Agustus 1930, Ki Sarmidi Mangunsarkoro bersama-sama Ki Sadikin, Ki S. Djojoprajitno, Ki Poeger, Ki Kadiroen dan Ki Safioedin Soerjopoetro atas nama Persatuan Tamansiswa seluruh Indonesia menandatangani Keterangan Penerimaan penyerahan ""Piagam Persatuan Perjanjian Pendirian"" dari tangan Ki Hadjar Dewantara, Ki Tjokrodirjo dan Ki Pronowidigdo untuk mewujudkan usaha pendidikan yang beralaskan hidup dan penghidupan bangsa dengan nama Tamansiswa yang didirikan pada 3 Juli 1922 di Yogyakarta.",2
1052836,rapat,4401,"Olbricht lalu menunjuk Stauffenberg, dan memperkenalkannya pada rapat komite rahasia yang dihadiri Ludwig Beck, Dr. Carl Goerdeler, dan Erwin von Witzleben.",1
1052836,rapat,4601,"Olbricht lalu menunjuk Stauffenberg, dan memperkenalkannya pada rapat komite rahasia yang dihadiri Ludwig Beck, Dr. Carl Goerdeler, dan Erwin von Witzleben.",2
1052840,rapat,4401,"Celakanya, tasnya dipindahkan oleh salah satu anggota rapat ke kaki meja.",1
1052840,rapat,4601,"Celakanya, tasnya dipindahkan oleh salah satu anggota rapat ke kaki meja.",2
1053034,rapat,4401,"Pada 21 Desember 1948, keempat Menteri tersebut mengadakan rapat dan hasilnya disampaikan kepada seluruh Gubernur Militer I, II dan III, seluruh Gubernur sipil dan Residen di Jawa, bahwa Pemerintah Pusat diserahkan kepada 3 orang Menteri yaitu Menteri Dalam Negeri, Menteri Kehakiman, Menteri Perhubungan.",1
1053034,rapat,4601,"Pada 21 Desember 1948, keempat Menteri tersebut mengadakan rapat dan hasilnya disampaikan kepada seluruh Gubernur Militer I, II dan III, seluruh Gubernur sipil dan Residen di Jawa, bahwa Pemerintah Pusat diserahkan kepada 3 orang Menteri yaitu Menteri Dalam Negeri, Menteri Kehakiman, Menteri Perhubungan.",2
1053110,rapat,4402,Pasukan Rasulullah SAW mengepung mereka dengan rapat selama 15 hari pada bulan Syawal hingga awal Dzulqaidah tahun 2 Hijriah.,1
1053110,rapat,4601,Pasukan Rasulullah SAW mengepung mereka dengan rapat selama 15 hari pada bulan Syawal hingga awal Dzulqaidah tahun 2 Hijriah.,1
1053110,rapat,4603,Pasukan Rasulullah SAW mengepung mereka dengan rapat selama 15 hari pada bulan Syawal hingga awal Dzulqaidah tahun 2 Hijriah.,1
1053113,rapat,4602,"Tidak seperti artis lainnya, Sandra termasuk selebritis yang menutup rapat kisah cintanya.",1
1053113,rapat,4603,"Tidak seperti artis lainnya, Sandra termasuk selebritis yang menutup rapat kisah cintanya.",2
1053132,rapat,4401,Panitia angket DPR melaporkan pelaksanaan tugasnya kepada rapat paripurna DPR paling lama enam puluh hari sejak dibentuknya panitia angket.,1
1053132,rapat,4601,Panitia angket DPR melaporkan pelaksanaan tugasnya kepada rapat paripurna DPR paling lama enam puluh hari sejak dibentuknya panitia angket.,2
1053145,rapat,4602,"Atom juga merupakan satuan terkecil yang dapat diuraikan dari suatu unsur dan masih mempertahankan sifatnya, terbentuk dari inti yang rapat dan bermuatan positif dikelilingi oleh suatu sistem elektron.",1
1053145,rapat,4603,"Atom juga merupakan satuan terkecil yang dapat diuraikan dari suatu unsur dan masih mempertahankan sifatnya, terbentuk dari inti yang rapat dan bermuatan positif dikelilingi oleh suatu sistem elektron.",2
1053295,rapat,4401,"Pada tanggal 24 November 2007, bertempat di Hotel Alila, diselenggarakan rapat para koordinator angkatan alumni Sekolah PA HOA, Sekolah JPP, dan SMA Negeri 19.",1
1053295,rapat,4601,"Pada tanggal 24 November 2007, bertempat di Hotel Alila, diselenggarakan rapat para koordinator angkatan alumni Sekolah PA HOA, Sekolah JPP, dan SMA Negeri 19.",2
1053370,rapat,4602,Bentuk anyaman dibuat jarang-jarang atau tidak rapat sehingga air dan kotoran dapat mudah terbuang.,1
1053370,rapat,4602,Bentuk ayaman dibuat jarang-jarang atau tidak rapat sehingga air dan kotoran dapat mudah terbuang.,1
1053370,rapat,4603,Bentuk ayaman dibuat jarang-jarang atau tidak rapat sehingga air dan kotoran dapat mudah terbuang.,1
1053441,rapat,4601,Subang mengajukan hasil keputusan Rapat Paripurna kepada Kementerian Dalam Negeri Indonesia melalui Gubernur Jawa Barat untuk melantik Ojang sebagai Bupati Subang.,2
1053441,rapat,460d,Subang mengajukan hasil keputusan Rapat Paripurna kepada Kementerian Dalam Negeri Indonesia melalui Gubernur Jawa Barat untuk melantik Ojang sebagai Bupati Subang.,1
1053446,rapat,4401,DPD diikutsertakan dalam Pembahasan RUU yang sesuai dengan kewenangannya pada rapat komisi/panitia/alat kelengkapan DPR yang khusus menangani bidang legislasi.,1
1053446,rapat,4601,DPD diikutsertakan dalam Pembahasan RUU yang sesuai dengan kewenangannya pada rapat komisi/panitia/alat kelengkapan DPR yang khusus menangani bidang legislasi.,2
1053448,rapat,4601,"(7) Keputusan Majelis Permusyawaratan Rakyat atas usul pemberhentian Presiden dan/atau Wakil Presiden harus diambil dalam rapat paripurna Majelis Permusyawaratan Rakyat yang dihadiri oleh sekurang-kurangnya 3/4 dari jumlah anggota dan disetujui oleh sekurangkurangnya 2/3 dari jumlah anggota yang hadir, setelah Presiden dan/atau Wakil Presiden diberi kesempatan menyampaikan penjelasan dalam rapat paripurna Majelis Permusyawaratan Rakyat.",1
1053448,rapat,4601,"Keputusan Majelis Permusyawaratan Rakyat atas usul pemberhentian Presiden dan/atau Wakil Presiden harus diambil dalam rapat paripurna Majelis Permusyawaratan Rakyat yang dihadiri oleh sekurang-kurangnya 3/4 dari jumlah anggota dan disetujui oleh sekurangkurangnya 2/3 dari jumlah anggota yang hadir, setelah Presiden dan/atau Wakil Presiden diberi kesempatan menyampaikan penjelasan dalam rapat paripurna Majelis Permusyawaratan Rakyat.",2
1053487,rapat,4401,"Pada tanggal 1 Juli 1959 bertempat di Gedung Wilis, Kepatihan, Yogyakarta, diadakan rapat pleno yang kelima.",1
1053487,rapat,4601,"Pada tanggal 1 Juli 1959 bertempat di Gedung Wilis, Kepatihan, Yogyakarta, diadakan rapat pleno yang kelima.",2
1053499,rapat,4402,Pepohonan yang tumbuh rapat dan menjulang tinggi dengan lantai hutan yang banyak ditumbuhi tumbuhan perdu.,1
1053499,rapat,4602,Pepohonan yang tumbuh rapat dan menjulang tinggi dengan lantai hutan yang banyak ditumbuhi tumbuhan perdu.,2
1053544,sarung,1201,"Untuk ""Fruity Top"" (Buah di Atas), setelah tim mengenakan sarung, mereka harus menyusun berbagai buah dengan susunan tertentu untuk persembahan adat di Bali yang disebut '""gebogan"".",1
1053544,sarung,1202,"Untuk ""Fruity Top"" (Buah di Atas), setelah tim mengenakan sarung, mereka harus menyusun berbagai buah dengan susunan tertentu untuk persembahan adat di Bali yang disebut '""gebogan"".",2
1053725,sarung,1201,"Ia adalah satu-satunya ""fielder"" yang boleh menggunakan sarung tangan dan bantalan kaki.",2
1053725,sarung,1201,Ia adalah satu-satunya fielder yang boleh menggunakan sarung tangan dan bantalan kaki.,1
1053734,sarung,1201,"Pelumas berbasis minyak dapat melemahkan lateks dan mengurangi keefektifan kondom, sarung tangan lateks, atau bendungan gigi sebagai salah satu bentuk kontrol kelahiran atau untuk perlindungan dari penyakit menular seksual, jadi pelumas berbasis air atau berbaais silikon sering digunakan sebagai gantinya.",2
1053734,sarung,1201,"Pelumas berbasis minyak dapat melemahkan lateks dan mengurangi keefektifan kondom, sarung tangan lateks, atau bendungan gigi.",1
1053877,sarung,1201,"Di daerah Banjar, Kalimantan Selatan, sabuk sarung dikenakan pada posisi menjuntai di atas lutut.",1
1053877,sarung,1202,"Di daerah Banjar, Kalimantan Selatan, sabuk sarung dikenakan pada posisi menjuntai di atas lutut.",2
1053961,sarung,1201,"Arya Penangsang dengan sigap, menyangkutkan buraian ususnya itu pada wrangka atau sarung hulu keris yang terselip di pinggangnya, dan terus bertempur.",1
1053961,sarung,1201,"Arya Penangsang dengan sigap, menyangkutkan buraian ususnya itu pada wrangka atau sarung-hulu keris yang terselip di pinggangnya, dan terus bertempur.",2
1053984,sarung,1201,"Di Yumoto, penari wanita mengenakan furisode berwarna biru terang, sarung tangan panjang (""tek?""), dan ""hanagasa"" (tutup kepala) berhiaskan bunga-bunga peony.",1
1053984,sarung,1201,"Di Yumoto, penari wanita mengenakan furisode berwarna biru terang, sarung tangan panjang (""tek?""), dan ""hanagasa"" (tutup kepala) berhiaskan bunga-bunga peony.",1
1053984,sarung,1201,"Di Yumoto, penari wanita mengenakan furisode berwarna biru terang, sarung tangan panjang (""teko""), dan ""hanagasa"" (tutup kepala) berhiaskan bunga-bunga peony.",1
1054056,sarung,1202,"Atraksi Mekepung di sawah ini berkembang sekitar tahun 1930 dan Sais-nya berpakain ala prajurit Kerajaan di Bali zaman dulu yaitu memakai destar, selendang, selempod, celana panjang tanpa alas kaki dan dipinggang terselip sebilah pedang yang memakai sarung ""poleng"" (warna hitam putih).",1
