kalimat_id,kata,sense,kalimat,freq
1043374,panas,490d,"Berbeda dengan Panas Dingin Awards sebelumnya, anugerah tahun ini merupakan bagian dari lakon ""Opera Van Java"" pada umumnya.",1
1043528,panas,4901,"Bagian dalamnya mungkin masih panas dan mengandung lapisan cair yang terdiri dari ""magma"" air dan amonia di antara kerak es I dan lapisan es yang lebih dalam yang terdiri dari es bertekanan tinggi.",1
1043528,panas,4904,"Bagian dalamnya mungkin masih panas dan mengandung lapisan cair yang terdiri dari ""magma"" air dan amonia di antara kerak es I dan lapisan es yang lebih dalam yang terdiri dari es bertekanan tinggi.",1
1044090,panas,4902,"Pada 28 Januari 2015, Iwata mengalami panas tinggi dan terserang influenza; sebuah pertemuan dengan para pemegang saham pun dilakukan.",1
1044090,panas,4902,"Pada 28 Januari 2015, Iwata mengalami panas tinggi dan terserang influenza; sebuah pertemuan dengan para pemegang saham pun dilakukan.",1
1045062,panas,4903,"Karena cuaca di kota Chang’an sangat panas ketika musim panas, ia sering diundang oleh putranya ke Istana Jiucheng (bekas Istana Renshou pada masa Dinasti Sui) di Baoji, Shanxi untuk menghindari cuaca yang menyengat itu.",1
1045062,panas,4904,"Karena cuaca di kota Chang’an sangat panas ketika musim panas, ia sering diundang oleh putranya ke Istana Jiucheng (bekas Istana Renshou pada masa Dinasti Sui) di Baoji, Shanxi untuk menghindari cuaca yang menyengat itu.",1
1045076,panas,4901,"Dia kemudian menuangkan vodka dingin ke dalam cangkir, untuk mengganti air panas yang ditumpahkannya.",1
1045076,panas,4904,"Dia kemudian menuangkan vodka dingin ke dalam cangkir, untuk mengganti air panas yang ditumpahkannya.",1
1046185,panas,4903,"Album ini berisi sembilan lagu: enam lagu dari album sebelumnya dan tambahan tiga lagu baru, termasuk singel utama ""Dance the Night Away"", singel musim panas dengan nada yang segar yang cocok dengan cuaca yang panas, dan ""Shot Thru the Heart"" yang ditulis oleh anggota Jepang Twice—Momo, Sana dan Mina.",1
1046185,panas,4903,"Album ini berisi sembilan lagu: enam lagu dari album sebelumnya dan tambahan tiga lagu baru, termasuk singel utama ""Dance the Night Away"", singel musim panas.",1
1046301,panas,4902,Tunas tanaman ini dipercaya menyembuhkan penyakit panas dalam dengan cara dipanggang / dibakar lalu dikonsumsi isinya.,1
1046301,panas,490x,Tunas tanaman ini dipercaya menyembuhkan penyakit panas dalam dengan cara dipanggang / dibakar lalu dikonsumsi isinya.,1
1046622,panas,4901,Kolam air panas ini berada di tengah taman.,1
1046622,panas,4904,Kolam air panas ini berada di tengah taman.,1
1047412,panas,4901,"Jalur cabang tersebut sempat dinonaktifkan sejak tahun 1972, namun kini diaktifkan kembali sebagai bagian dari relokasi rel ke arah barat akibat dari banjir lumpur panas Sidoarjo.",1
1047412,panas,4904,"Jalur cabang tersebut sempat dinonaktifkan sejak tahun 1972, namun kini diaktifkan kembali sebagai bagian dari relokasi rel ke arah barat akibat dari banjir lumpur panas Sidoarjo.",1
1048106,panas,4901,"Dengan kapasitas 1.904 MW, tenaga panas bumi menghasilkan hingga sekitar 27% listrik yang dibangkitkan Filipina.",1
1048106,panas,4904,"Dengan kapasitas 1.904 MW, tenaga panas bumi menghasilkan hingga sekitar 27% listrik yang dibangkitkan Filipina.",1
1048303,panas,4903,- Setelah beberapa kali pensiun memutuskan Kembali dari masa pensiunnya di musim panas tahun 2013 untuk bermain secara eksklusif di ganda (aktif) hingga terakhir tahun 2017 dengan meraih 9 gelar juara WTA dan menutup karir di peringkat 1 dunia ganda.,1
1048303,panas,4903,Setelah beberapa kali pensiun memutuskan Kembali dari masa pensiunnya di musim panas tahun 2013 untuk bermain secara eksklusif di ganda (aktif) hingga terakhir tahun 2017 dengan meraih 9 gelar juara WTA dan menutup karir di peringkat 1 dunia ganda.,1
1048733,panas,4901,"Di Eropa, sebagian besar jenis cokelat panas dibuat sangat kental, karena mereka terbuat dari cokelat murni.",1
1048733,panas,4904,"Di Eropa, sebagian besar jenis cokelat panas dibuat sangat kental, karena mereka terbuat dari cokelat murni.",1
1049523,pembagian,3701,"Berbeda dengan ""mesorah"" Babel, catatan Masoret Tiberias tidak pernah menyebutkan pembagian ""parashah"" atau berupaya untuk membuat sistematikanya.",1
1049523,pembagian,3703,"Berbeda dengan mesorah  Babel, catatan Masoret Tiberias tidak pernah menyebutkan pembagian parashah atau berupaya untuk membuat sistematikanya.",1
1049525,pembagian,3701,"Perkecualian terkenal terdapat pada ""The Jerusalem Crown"" (The Bible of the Hebrew University of Jerusalem, 2000), di mana tipografi dan tata letaknya meniru Aleppo codex, dan mengikuti teknik spasi abad pertengahan untuk pembagian ""parashah"" dengan memberikan baris kosong bagi {P} dan memulai {S} pada baris baru dengan sebuah indentasi.",1
1049525,pembagian,3703,"Perkecualian terkenal terdapat pada The Jerusalem Crown (The Bible of the Hebrew University of Jerusalem, 2000), di mana tipografi dan tata letaknya meniru Aleppo codex, dan mengikuti teknik spasi abad pertengahan untuk pembagian parashah dengan memberikan baris kosong bagi {P} dan memulai {S} pada baris baru dengan sebuah indentasi.",1
1049664,pembagian,3701,Pengabstrakkan dasar atas termodinamika adalah pembagian dunia menjadi sistem dibatasi oleh kenyataan atau ideal dari batasan.,1
1049664,pembagian,3703,Pengabstrakkan dasar atas termodinamika adalah pembagian dunia menjadi sistem dibatasi oleh kenyataan atau ideal dari batasan.,1
1049893,pembagian,3701,"Setelah mengadakan perdamaian, Korawa mengundang Pandawa berunding soal pembagian wilayah kerajaan.",1
1049893,pembagian,3703,"Setelah mengadakan perdamaian, Korawa mengundang Pandawa berunding soal pembagian wilayah kerajaan.",1
1050107,pembagian,3704,"Namun, sengketa terkait pembagian barang rampasan membuat Venesia bersekutu dengan Prancis.",1
1050107,pembagian,3705,"Namun, sengketa terkait pembagian barang rampasan membuat Venesia bersekutu dengan Perancis.",1
1050240,pembagian,3701,"Pesawat antariksa tidak memiliki pembagian yang jelas baik ditinjau dari bentuk, berat, misi, sistem kestabilannya dll.",1
1050240,pembagian,3703,"Pesawat antariksa tidak memiliki pembagian yang jelas baik ditinjau dari bentuk, berat, misi, sistem kestabilannya dll.",1
1050250,pembagian,3704,Undang-undang Tang memastikan pembagian warisan properti para pejabat ini kepada penerus yang sah agar memungkinkan mobilitas sosial dan agar keluarga mereka tidak menjadi keluarga bangsawan melalui primogenitur.,1
1050250,pembagian,3705,Undang-undang Tang memastikan pembagian warisan properti para pejabat ini kepada penerus yang sah agar memungkinkan mobilitas sosial dan agar keluarga mereka tidak menjadi keluarga bangsawan melalui primogenitur.,1
1050303,pembagian,3701,"Hubungan tersebut dapat dipandang sebagai hubungan internasional terdekat yang berdiri, ditandai oleh pembagian sejarah, budaya, lembaga dan bahasa, hubungan rakyat dengan rakyat yang ekstensif, pemahaman keamanan yang saling tumpang tindih, turnamen olahraga dan perdagangan dan kerjasama investasi.",1
1050303,pembagian,3703,"Hubungan tersebut dapat dipandang sebagai hubungan internasional terdekat yang berdiri, ditandai oleh pembagian sejarah, budaya, lembaga dan bahasa, hubungan rakyat dengan rakyat yang ekstensif, pemahaman keamanan yang saling tumpang tindih, turnamen olahraga dan perdagangan dan kerjasama investasi.",1
1050370,pembagian,3701,"Ditingkatkannya posisi Madrasah diniyah ini, disebabkan sebuah kesadaran bahwa waktu pembagian pelajaran agama berdasarkan kurikulum formal tidak mencukupi bagi santri untuk memahami ajaran agamanya.",1
1050370,pembagian,3704,"Ditingkatkannya posisi Madrasah diniyah ini, disebabkan sebuah kesadaran bahwa waktu pembagian pelajaran agama berdasarkan kurikulum formal tidak mencukupi bagi santri untuk memahami ajaran agamanya.",1
1050380,pembagian,3701,Daftar keuskupan di Kazakhstan adalah sebuah daftar yang memuat dan menjabarkan pembagian terhadap wilayah administratif Gereja Katolik Roma yang dipimpin oleh seorang uskup ataupun ordinaris di Kazakhstan.,1
1050380,pembagian,3705,Daftar keuskupan di Kazakhstan adalah sebuah daftar yang memuat dan menjabarkan pembagian terhadap wilayah administratif Gereja Katolik Roma yang dipimpin oleh seorang uskup ataupun ordinaris di Kazakhstan.,1
1050523,pembagian,3701,"Codex menggunakan sistem pembagian bab yang aneh, seperti Codex Vaticanus dan Minuscule 579.",1
1050523,pembagian,3703,"Codex menggunakan sistem pembagian bab yang aneh, seperti Codex Vaticanus dan Minuscule 579.",1
1050903,pembagian,3701,Sebagai gambaran lebih jauh pembagian tugas-tugas dalam lingkungan Dep.,1
1050903,pembagian,3704,"Sebagai gambaran lebih jauh pembagian tugas-tugas dalam lingkungan Dep. PUT, maka pada waktu itu asas tugas-tugas PU telah diserahkan pada kewenangan daerah itu sendiri.",1
1050943,pembagian,3701,Hingga kini tidak ada kesepakatan di kalangan sejarawan militer tentang pembagian periode untuk operasi militer dari era Perang Saudara Amerika.,1
1050943,pembagian,3704,Hingga kini tidak ada kesepakatan di kalangan sejarawan militer tentang pembagian periode untuk operasi militer dari era Perang Saudara Amerika.,1
1050961,pembagian,3701,"Dalam definisi non-Samoa ini, Perang Saudara Samoa adalah berbagai perang antara Jerman, Britania Raya dan Amerika Serikat, berujung pada pembagian kepulauan ini pada tahun 1899.",1
1050961,pembagian,3703,"Dalam definisi non-Samoa ini, Perang Saudara Samoa adalah berbagai perang antara Jerman, Britania Raya dan Amerika Serikat, berujung pada pembagian kepulauan ini pada tahun 1899.",1
1050962,pembagian,3701,Akibat dari perang tersebut pada tahun 1899 adalah pembagian kepulauan ini.,1
1050962,pembagian,3703,Akibat dari perang ini pada tahun 1899 adalah pembagian kepulauan ini.,1
1050977,pembagian,3701,Desa Ungasan memiliki total 13.004 jiwa (2016) dengan pembagian 6.672 laki-laki dan 6.332 perempuan dengan sex rasio 105.,1
1050977,pembagian,3703,Desa Ungasan memiliki total 13.004 jiwa (2016) dengan pembagian 6.672 laki-laki dan 6.332 perempuan dengan sex rasio 105.,1
1051021,pembagian,3701,"Danau ini terletak di kawasan 4 negara – Burundi, Republik Demokratik Kongo (DRC), Tanzania dan Zambia, dengan pembagian wilayah untuk DRC (45%) dan Tanzania (41%) yang merupakan bagian terbesar dari wilayah danau ini.",1
1051021,pembagian,3701,"Danau ini terletak di kawasan 4 negara: Burundi, Republik Demokratik Kongo (DRC), Tanzania dan Zambia, dengan pembagian wilayah untuk DRC (45%) dan Tanzania (41%) yang merupakan bagian terbesar dari wilayah danau ini.",1
1051306,pembagian,3701,"Pada dasarnya, munisipalitas adalah pembagian administratif terkecil dari Belgia, tetapi untuk munisipalitas dengan penduduk lebih dari 100.000 penduduk, atas dasar insiatif penasehat setempat, kewenangan sub-administratif munisipal dari badan terbpilih dapat dibentuk.",1
1051306,pembagian,3703,"Pada dasarnya, munisipalitas adalah pembagian administratif terkecil dari Belgia, tetapi untuk munisipalitas dengan penduduk lebih dari 100.000 penduduk, atas dasar insiatif penasehat setempat, kewenangan sub-administratif munisipal dari badan terpilih dapat dibentuk.",1
1051631,pembagian,3701,Kecamatan ini memiliki 5 lima pembagian wilayah yang semuanya berstatus sebagai desa dengan rincian jumlah dusun sebanyak 17.,1
1051631,pembagian,3703,Kecamatan ini memiliki 5 lima pembagian wilayah yang semuanya berstatus sebagai desa dengan rincian jumlah dusun sebanyak 17.,1
1051757,rapat,4401,"Idza terpilih sebagai Wakil Bupati (Wabup) Brebes sisa masa jabatan peroide 2007-2012, dalam rapat Paripurna DPRD Brebes pada 25 Agustus 2011 dengan 42 suara.",1
1051757,rapat,4601,"Idza terpilih sebagai Wakil Bupati (Wabup) Brebes sisa masa jabatan peroide 2007 – 2012, dalam rapat Paripurna DPRD Brebes pada 25 Agustus 2011 dengan 42 suara, sementara Cawabup lainnya, yakni Drs.",1
1052084,rapat,4401,Keduanya sempat beradu mulut dalam rapat panitia hak angket Bank Century beberapa waktu lalu.,1
1052084,rapat,4601,Keduanya sempat beradu mulut dalam rapat panitia hak angket Bank Century beberapa waktu lalu.,1
1052181,rapat,4602,"Kurang lebih 2000 orang berada di dalam naungan Benteng Bayu yang sangat kuat, di depan terdapat pagar yang terbuat dari batang-batang pohon besar yang bagian atasnya dibuat runcing dan batang-batang pohonnya berjajar sangat rapat satu sama lain yang disebut ""palisada"".",1
1052181,rapat,4603,"Kurang lebih 2000 orang berada di dalam naungan Benteng Bayu yang sangat kuat, di depan terdapat pagar yang terbuat dari batang-batang pohon besar yang bagian atasnya dibuat runcing dan batang-batang pohonnya berjajar sangat rapat satu sama lain yang disebut ""palisada"".",1
1052378,rapat,4601,"Proklamasi ini diratifikasi sewaktu Rapat Umum pada tanggal 10 Desember 1948 dengan hasil perhitungan suara 48 menyetujui, 0 keberatan, dan 8 abstain (semuanya adalah blok negara Soviet, Afrika Selatan, dan Arab Saudi).",1
1052378,rapat,460d,"Proklamasi ini diratifikasi sewaktu Rapat Umum pada tanggal 10 Desember 1948 dengan hasil perhitungan suara 48 menyetujui, 0 keberatan, dan 8 abstain (semuanya adalah blok negara Soviet, Afrika Selatan, dan Arab Saudi).",1
1052397,rapat,4401,Komite Sentral PBK kelima mengadakan 19 rapat pleno dari tahun 1970 hingga 1980.,1
1052397,rapat,4601,Komite Sentral PBK kelima mengadakan 19 rapat pleno dari tahun 1970 hingga 1980.,1
1052856,rapat,4401,Radiogram berisi permintaan kepada Ketua DPRD Banten agar mengadendakan dan menetapkan jadwal rapat paripurna istimewa DPRD dalam rangka pelantikan gubernur dan wakil gubernur terpilih.,1
1052856,rapat,4601,Radiogram berisi permintaan kepada Ketua DPRD Banten agar mengadendakan dan menetapkan jadwal rapat paripurna istimewa DPRD dalam rangka pelantikan gubernur dan wakil gubernur terpilih.,1
1053080,rapat,4601,Gubernur Andi Pangerang Pettarani dalam rapat tanggal 11 Maret 1963 menunjuk lr. Aminuddin Ressang sebagai ketua sub-panitia kerja Pembentukan Fakultas Ilmu Pasti dan Ilmu Alam (FIPIA) resmi terbentuk berdasar surat kawat Menteri PTIP tanggal 8 Agustus 1963 No. 59 1 BM/PTIP/63 disusul SK Menteri No. 102 Tahun 1963 berlaku Tanggal 17 Agustus 1963,1
1053080,rapat,4601,Gubernur Andi Pangerang Pettarani dalam rapat tanggal 11 Maret 1963 menunjuk lr. Aminuddin Ressang sebagai ketua sub-panitia kerja Pembentukan Fakultas Ilmu Pasti dan Ilmu Alam (FIPIA) resmi terbentuk berdasar surat kawat Menteri PTIP tanggal 8 Agustus 1963 No. 59 1 BM/PTIP/63 disusul SK Menteri No. 102 Tahun 1963 berlaku Tanggal 17 Agustus 1963.,1
1053172,rapat,4401,"Berdasarkan hasil rapat pleno terbuka rekapitulasi penghitungan suara Komisi Pemilihan Umum (KPU) Tanah Bumbu, pilkada kabupaten itu akan dilaksanakan dalam putaran dua.",1
1053172,rapat,4601,"Berdasarkan hasil rapat pleno terbuka rekapitulasi penghitungan suara Komisi Pemilihan Umum (KPU) Tanah Bumbu, pilkada kabupaten itu akan dilaksanakan dalam putaran dua.",1
1053520,rapat,4602,"Kap dan kerah tersebut diduga sebagai daerah yang rapat dari awan metana yang terletak dalam kisaran tekanan 1,3 sampai 2bar (lihat atas).",1
1053520,rapat,4603,"Kap dan kerah tersebut diduga sebagai daerah yang rapat dari awan metana yang terletak dalam kisaran tekanan 1,3 sampai 2 bar (lihat atas).",1
1053553,sarung,1201,"Sarung tangan, akan melindungi tangan bagi ""belayer"" ketika mengamankan pemanjat maupun ""rapler"" dari bahaya gesekan telapak tangan dengan tali pengaman.",1
1053553,sarung,1201,"Sarung tangan, akan melindungi tangan bagi belayer ketika mengamankan pemanjat maupun rapler dari bahaya gesekan telapak tangan dengan tali pengaman.",1
1053721,sarung,1201,"lalu Billy Ball menunjukan salah satu keahliannya, ia lemparkan pistolnya ke atas lalu hup... pistol itu jatuh tepat masuk ke sarungnya.",1
1053721,sarung,1202,"Lalu Billy Ball menunjukan salah satu keahliannya, ia lemparkan pistolnya ke atas lalu pistol itu jatuh tepat masuk ke sarung pistolnya.",1
1053815,sarung,1201,"Bentuknya seperti pisau kecil dengan sarung yang jika dilepas, cahaya dari mata pisaunya akan mengeluarkan cahaya yang dapat membuat dunamist bertransformasi.",1
1053815,sarung,1201,"Bentuknya seperti pisau kecil dengan sarungnya, jika sarungnya dilepas, cahaya dari mata pisaunya akan mengeluarkan cahaya yang dapat membuat dunamist bertransformasi.",1
1053913,sarung,1201,"Segera setelah bendera berkibar semua kelewang atau sangkur disentakkan dari sarungnya dan terdengar teriakan ""Hura-hura-hura"".",1
1053913,sarung,1202,"Segera setelah bendera berkibar semua kelewang atau sangkur disentakkan dari sarungnya dan terdengar teriakan ""Hura-hura-hura"".",1
1053937,sarung,1201,"Ichiro juga telah memenangi penghargaan Sarung Tangan Emas untuk setiap tahunnya berkarier di liga mayor, dan telah mencatatkan 6 kali hitting streak dalam 20 kali pertandingan atau lebih, dengan rekor terbanyak memukul sebanyak 27 kali pertandingan.",1
1053937,sarung,120d,"Ichiro juga telah memenangi penghargaan Sarung Tangan Emas untuk setiap tahunnya berkarier di liga mayor, dan telah mencatatkan 6 kali hitting streak dalam 20 kali pertandingan atau lebih, dengan rekor terbanyak memukul sebanyak 27 kali pertandingan.",1
1059416,tengah,4302,"Di tengah keberadaan zaman yang semakin terpuruk, Duta Masyarakat diharapkan bisa untuk menjawab berbagai tantangan tersebut.",1
1059416,tengah,4303,"Di tengah keberadaan zaman yang semakin terpuruk, Duta Masyarakat diharapkan bisa untuk menjawab berbagai tantangan tersebut.",1
1062067,tengah,430b,"Mi?dzymorze (), juga dikenal dengan istilah Latin Intermarium, adalah sebuah rencana yang dicetuskan oleh pemimpin Polandia Józef Pi?sudski setelah berakhirnya Perang Dunia I. Rencana ini ingin mendirikan sebuah federasi di negara-negara Eropa Tengah dan Timur.",1
1062067,tengah,430b,"Mi?dzymorze, juga dikenal dengan istilah Latin Intermarium, adalah sebuah rencana yang dicetuskan oleh pemimpin Polandia Józef Pi?sudski setelah berakhirnya Perang Dunia I. Rencana ini ingin mendirikan sebuah federasi di negara-negara Eropa Tengah dan Timur.",1
1068174,tengah,4303,Dalam foto keluarga pun biasanya si tengah ini yang paling dikit.,1
1068174,tengah,430x,Dalam foto keluarga pun biasanya si tengah ini yang paling dikit.,1
1073006,tinggi,5105,"Rumah tangga dengan tingkat pendapatan paling tinggi terpengaruh oleh kenaikan pajak dan pajak penghasilan terhadap pendapatan yang mereka terima di muka, seperti laba modal.",1
1073006,tinggi,5106,"Rumah tangga dengan tingkat pendapatan paling tinggi terpengaruh oleh kenaikan pajak dan pajak penghasilan terhadap pendapatan yang mereka terima di muka, seperti laba modal.",1
1078773,tinggi,5101,"Dengan kombinasi pegunungan di Eropa yang tinggi dan langit yang cerah, puncak gunung Roque de los Muchachos (di pulau La Palma) cocok bagi teleskop untuk diletakkan di sana.",1
1078773,tinggi,5103,"Dengan kombinasi pegunungan di Eropa yang tinggi dan langit yang cerah, puncak gunung Roque de los Muchachos (di pulau La Palma) cocok bagi teleskop untuk diletakkan di sana.",1
1082953,tinggi,5105,Tapi keinginan Sahrul masuk perguruan tinggi negeri tidak tercapai karena kebanyakan waktunya habis untuk menyanyi.,1
1082953,tinggi,510d,Tapi keinginan Sahrul masuk perguruan tinggi negeri tidak tercapai karena kebanyakan waktunya habis untuk menyanyi.,1
1083518,tinggi,510b,Tim belajar gala akan diadakan di Command Tinggi Jerman terdekat.,1
1083518,tinggi,510c,Tim belajar gala akan diadakan di Command Tinggi Jerman terdekat.,1
1083646,tinggi,5105,Perguruan tinggi Pendidikan yang diakreditasi oleh Dewan Nasional untuk Akreditasi Pendidikan Guru dan Nasional Asosiasi Psikolog Sekolah dan disetujui oleh National Association of Sekolah Psikolog.,1
1083646,tinggi,510x,Perguruan tinggi Pendidikan yang diakreditasi oleh Dewan Nasional untuk Akreditasi Pendidikan Guru dan Nasional Asosiasi Psikolog Sekolah dan disetujui oleh National Association of Sekolah Psikolog.,1
1085916,tinggi,5105,"Abdul Rosyad menjadi hakim tinggi di Pengadilan Tinggi Palu, Dwiarso Budi Santiarto mendapat promosi menjadi Hakim Tinggi di Pengadilan Tinggi Denpasar, Bali, dan Jupriyadi menjadi Ketua Pengadilan Negeri Bandung.",1
1085916,tinggi,510c,"Abdul Rosyad menjadi hakim tinggi di Pengadilan Tinggi Palu, Dwiarso Budi Santiarto mendapat promosi menjadi Hakim Tinggi di Pengadilan Tinggi Denpasar, Bali, dan Jupriyadi menjadi Ketua Pengadilan Negeri Bandung.",1
1092263,tinggi,5105,"Angka penahanan saat ini meningkat hampir tujuh kali lipat sejak 1980, dan tiga kali lipat lebih tinggi dari angka penahanan di Polandianegara OECD dengan angka penahanan tertinggi kedua.",1
1092263,tinggi,5106,"Angka penahanan saat ini meningkat hampir tujuh kali lipat sejak 1980, dan tiga kali lipat lebih tinggi dari angka penahanan di Polandianegara OECD dengan angka penahanan tertinggi kedua.",1
1095307,tinggi,5105,B. Sitanala dan beberapa tokoh masyarakat memprakarsai pendirian suatu lembaga Pendidikan Tinggi di Maluku untuk mewujudkan aspirasi rakyat yang ingin berpartisipasi dalam pembangunan Bangsa dan Negara terutama dalam bidang Pendidikan Tinggi dan Pengembangan llmu Pengetahuan.,1
1095307,tinggi,510x,B. Sitanala dan beberapa tokoh masyarakat memprakarsai pendirian suatu lembaga Pendidikan Tinggi di Maluku untuk mewujudkan aspirasi rakyat yang ingin berpartisipasi dalam pembangunan Bangsa dan Negara terutama dalam bidang Pendidikan Tinggi dan Pengembangan llmu Pengetahuan.,1
114373,baru,3901,"Sejauh ini, latah baru ditemukan di budaya dan orang Asia Tenggara, terutama Indonesia dan Malaysia.",1
114373,baru,3902,"Sejauh ini, latah baru ditemukan di budaya dan orang Asia Tenggara, terutama Indonesia dan Malaysia.",1
118920,baru,390b,"Pada tahun 2009, majalah ini juga mulai disebarkan ke seluruh dunia, diantaranya di Inggris lewat ""Sunday Telegraph"", Jerman lewat ""Münchner Merkur, tz"" dan ""Frankfurter Allgemeine Zeitung,"" Irlandia Utara lewat ""Belfast Telegraph,"" Republik Irlandia lewat ""Irish Independent,"" Selandia Baru lewat ""New Zealand Herald"", Afrika Selatan lewat ""The Star, Daily News, Cape Argus, Cape Times"" dan ""Pretoria News"", Polandia lewat ""Gazeta Wyborcza"" dan di Kuwait lewat ""Kuwait Times"".",1
118920,baru,390x,"Pada tahun 2009, majalah ini juga mulai disebarkan ke seluruh dunia, diantaranya di Inggris lewat ""Sunday Telegraph"", Jerman lewat ""Mnchner Merkur, tz"" dan ""Frankfurter Allgemeine Zeitung,"" Irlandia Utara lewat ""Belfast Telegraph,"" Republik Irlandia lewat ""Irish Independent,"" Selandia Baru lewat ""New Zealand Herald"", Afrika Selatan lewat ""The Star, Daily News, Cape Argus, Cape Times"" dan ""Pretoria News"", Polandia lewat ""Gazeta Wyborcza"" dan di Kuwait lewat ""Kuwait Times"".",1
123386,baru,3901,"Ular derik yang baru lahir deriknya belum dapat berfungsi, setelah ganti kulit yang pertama baru deriknya dapat berfungsi.",1
123386,baru,3902,Ular derik yang baru lahir deriknya belum dapat berfungsi,1
126438,berat,5202,Pemanfaatan alat berat telah dilakukan sejak aman Romawi.,1
126438,berat,520x,Pemanfaatan alat berat telah dilakukan sejak aman Romawi.,1
126652,berat,5201,Setelah pertandingan usai ikan ditimbang untuk mengetahui perolehan total berat ikan terbesar.,1
126652,berat,5202,Setelah pertandingan usai ikan ditimbang untuk mengetahui perolehan total berat ikan terbesar.,1
126728,berat,5201,"Theropoda terbesar saat ini adalah burung unta, dengan tinggi 2,74 m dan berat antara 63,5 dan 145,15 kg.",1
126728,berat,5202,"Theropoda terbesar saat ini adalah burung unta, dengan tinggi 2,74 m dan berat antara 63,5 dan 145,15 kg.",1
127103,berat,5202,"Juara tinju kelas berat Evander Holyfield menjadi bintang tamu dalam episode ini sebagai dirinya sendiri, tampil pada saat di mal untuk membantu melatih Phineas untuk pertandingan gulat jempol terbesar melawan Buford.",1
127103,berat,520d,"Juara tinju kelas berat Evander Holyfield menjadi bintang tamu dalam episode ini sebagai dirinya sendiri, tampil pada saat di mal untuk membantu melatih Phineas untuk pertandingan gulat jempol terbesar melawan Buford.",1
127290,berat,5202,"Pada tanggal 1 Agustus ia merebut gelar IBF dari Tony Tucker dengan menang angka untuk menjadi ""juara tinju dunia kelas berat sejati"" (""Catatan: ""juara sejati"" merujuk pada tiga gelar juara di tiga komisi tinju dunia: WBA, WBC dan IBF"").",1
127290,berat,520d,"Pada tanggal 1 Agustus ia merebut gelar IBF dari Tony Tucker dengan menang angka untuk menjadi ""juara tinju dunia kelas berat sejati"".",1
127473,berat,5201,LSU-02 buatan LAPAN ini mampu membawa beban dengan berat maksimal hingga 3 kg dengan kecepatan terbang hingga 100 km/jam.,1
127473,berat,5202,LSU-02 buatan LAPAN ini mampu membawa beban dengan berat maksimal hingga 3 kg dengan kecepatan terbang hingga 100 km/jam.,1
127784,berat,5203,"Melalui kenalan-kenalan pribadinya, ia menjadi pendukung berat kubu Perancis dalam majelis istana Polandia yang diwakili oleh Permaisuri Marie Louise Gonzaga.",1
127784,berat,5206,"Melalui kenalan-kenalan pribadinya, ia menjadi pendukung berat kubu Perancis dalam majelis istana Polandia yang diwakili oleh Permaisuri Marie Louise Gonzaga.",1
127940,berat,5202,"John Arthur ""Jack"" Johnson, berjuluk Galveston Giant adalah seorang petinju Amerika, yang pada puncak era Jim Crow menjadi juara tinju kelas berat dunia Afrika Amerika pertama (1908-1915).",1
127940,berat,520d,"John Arthur ""Jack"" Johnson, berjuluk Galveston Giant adalah seorang petinju Amerika, yang—pada puncak era Jim Crow—menjadi juara tinju kelas berat dunia Afrika Amerika pertama (1908–1915).",1
127991,berat,5201,"Karyanya terlupakan, relatif tidak dikenal setelah kematiannya, tetapi pada tahun 1960 Konferensi Umum tentang Berat dan Ukuran bernama Unit SI magnetik kerapatan fluks tesla diterapkan untuk menghormatinya.",1
127991,berat,520d,"Karyanya terlupakan, relatif tidak dikenal setelah kematiannya, tetapi pada tahun 1960 Konferensi Umum tentang Berat dan Ukuran bernama Unit SI magnetik kerapatan fluks tesla diterapkan untuk menghormatinya.",1
128963,berat,5201,Ikan Arapaima dapat tumbuh maksimal sepanjang 3 meter dan berat 200 kilogram.,1
128963,berat,5202,Ikan Arapaima dapat tumbuh maksimal sepanjang 3 meter dan berat 200 kilogram.,1
129215,berat,520c,Negara itu dianggap memenuhi syarat untuk berpartisipasi dalam inisiatif Negara Miskin Berutang Berat tahun 2008.,1
129215,berat,520d,Negara itu dianggap memenuhi syarat untuk berpartisipasi dalam inisiatif Negara Miskin Berutang Berat tahun 2008.,1
129358,berat,5201,"Banyak, seperti pada American Kennel Club, penentuan untuk berat badan yang ideal kurang dari 7lb, lebih baik lagi di antara 4lb dan 6lb.",1
129358,berat,5201,"Banyak, seperti pada American Kennel Club, penentuan untuk berat badan yang ideal kurang dari 7 lb, lebih baik lagi di antara 4 lb dan 6 lb.",1
130223,berat,5201,Anjing ini memiliki tinggi 58–74 cm dan berat 17–25 kg yang dilapisi dengan bulu pendek dan halus.,1
130223,berat,5201,Anjing ini memiliki tinggi 58cm dan berat 17kg yang dilapisi dengan bulu pendek dan halus.,1
130531,berat,5201,Telepon genggam ini memiliki dimensi 107 x 46 x 13.8 mm dengan berat 80 gram.,1
130531,berat,5202,Telepon genggam ini memiliki dimensi 107 x 46 x 13.8 mm dengan berat 80 gram.,1
130613,berat,5201,"Karbon dioksida yang lebih berat yang dikeluarkan mendorong oksigen keluar, menyebabkan kematian hampir 2000 orang.",1
130613,berat,5206,"Karbon dioksida yang lebih berat yang dikeluarkan mendorong oksigen keluar, menyebabkan kematian hampir 2000 orang.",1
131008,berat,5203,"Kurir dari Tokugawa Ieyasu baru sampai tanggal 9 September, sehingga keterlambatan Hidetada tidak dianggap sebagai kesalahan berat oleh Ieyasu.",1
